freq|lang|isSpecial|baseTerm|hasPlural|hasPossessive|baseFreq|pluralFreq|possessiveFreq
5|EN|0|strip|s||1|4|0
5|PI|1|subhā|||5|0|0
5|PI|1|subhūti|||5|0|0
5|EN|0|submerged|||5|0|0
5|EN|0|subordinate|s||0|5|0
5|EN|0|successive|||5|0|0
5|EN|0|succumb|||5|0|0
5|PI|0|sudatta|||5|0|0
5|EN|0|suddenly|||5|0|0
5|PI|1|sumaṅgala||'s|4|0|1
5|EN|0|sunrise|||5|0|0
5|EN|0|surveyed|||5|0|0
5|EN|0|suspected|||5|0|0
5|EN|0|swan|s||2|3|0
5|EN|0|swollen|||5|0|0
5|EN|0|tandem|||5|0|0
5|PI|1|taṇhā|||5|0|0
5|PI|0|tatha|||5|0|0
5|EN|0|terrible|||5|0|0
5|EN|0|threshold|||5|0|0
5|PI|1|thūna|||5|0|0
5|EN|0|thundering|||5|0|0
5|EN|0|tireless|||5|0|0
5|EN|0|tolerating|||5|0|0
5|EN|0|tong|s||0|5|0
5|EN|0|tortured|||5|0|0
5|EN|0|tossed|||5|0|0
5|EN|0|tough|||5|0|0
5|EN|0|traditional|||5|0|0
5|EN|0|trail|||5|0|0
5|EN|0|tribute|||5|0|0
5|EN|0|trivial|||5|0|0
5|EN|0|trustworthy|||5|0|0
5|EN|0|typical|||5|0|0
5|EN|0|ugliness|||5|0|0
5|EN|0|ultimately|||5|0|0
5|EN|0|unaccompanied|||5|0|0
5|EN|0|unadhering|||5|0|0
5|EN|0|uncle||'s|1|0|4
5|EN|0|unculminated|||5|0|0
5|EN|0|uncultivated|||5|0|0
5|EN|0|undefeated|||5|0|0
5|EN|0|underground|||5|0|0
5|EN|0|unencircled|||5|0|0
5|EN|0|unperfected|||5|0|0
5|EN|0|unwavering|||5|0|0
5|EN|0|urn|||5|0|0
5|PI|1|vajirā|||5|0|0
5|EN|0|vanguard|||5|0|0
5|PI|1|vaṭṭajālika|||5|0|0
5|PI|0|vepulla|||5|0|0
5|PI|1|vessāmitta|||5|0|0
5|EN|0|viewed|||5|0|0
5|EN|0|vile|||5|0|0
5|EN|0|vow|s||1|4|0
5|EN|0|wage|s||3|2|0
5|EN|0|weakening|||5|0|0
5|EN|0|whitened|||5|0|0
5|EN|0|width|||5|0|0
5|EN|0|wily|||5|0|0
5|EN|0|wiped|||5|0|0
5|EN|0|worthwhile|||5|0|0
5|EN|0|wrinkling|||5|0|0
5|PI|1|yamunā|||5|0|0
5|EN|0|yesterday|||5|0|0
5|EN|0|zodiac|||5|0|0
4|EN|0|abandonment|||4|0|0
4|PI|1|ābhassara|||4|0|0
4|PI|0|abhisanda|||4|0|0
4|EN|0|abide|||4|0|0
4|EN|0|abstained|||4|0|0
4|EN|0|accent|||4|0|0
4|EN|0|ache|s||1|3|0
4|EN|0|acquaintance|s||2|2|0
4|EN|0|acrobat|||4|0|0
4|PI|0|adhimutta|||4|0|0
4|EN|0|adjourn|||4|0|0
4|EN|0|administrator|||4|0|0
4|EN|0|admire|||4|0|0
4|EN|0|admonishment|||4|0|0
4|PI|1|advayaṁ|||4|0|0
4|EN|0|advisor|s||0|4|0
4|EN|0|affiliation|||4|0|0
4|EN|0|aloofness|||4|0|0
4|EN|0|amassing|||4|0|0
4|EN|0|amazement|||4|0|0
4|PI|1|anāgata|||4|0|0
4|EN|0|analogous|||4|0|0
4|EN|0|ancestor|s||1|3|0
4|EN|0|announcing|||4|0|0
4|EN|0|anointing|||4|0|0
4|EN|0|antagonism|||4|0|0
4|PI|0|anudhamma|||4|0|0
4|PI|1|appamāda|||4|0|0
4|EN|0|apparent|||4|0|0
4|EN|0|applied|||4|0|0
4|EN|0|apt|||4|0|0
4|PI|1|ārāmadaṇḍa|||4|0|0
4|EN|0|arrowed|||4|0|0
4|EN|0|ascend|||4|0|0
4|EN|0|ascertain|||4|0|0
4|EN|0|assassin|||4|0|0
4|PI|0|atta|||4|0|0
4|EN|0|authentic|||4|0|0
4|PI|0|avanti|s||3|1|0
4|PI|1|avijjā|||4|0|0
4|EN|0|backslid|||4|0|0
4|EN|0|backward|||4|0|0
4|EN|0|banana|||4|0|0
4|PI|0|bandha|||4|0|0
4|EN|0|banging|||4|0|0
4|EN|0|barrenness|||4|0|0
4|EN|0|baseness|||4|0|0
4|EN|0|beaming|||4|0|0
4|EN|0|bearer|s||0|4|0
4|EN|0|beetle|s||2|2|0
4|EN|0|befuddled|||4|0|0
4|EN|0|begin|s||3|1|0
4|EN|0|begrudge|s||3|1|0
4|EN|0|belt|||4|0|0
4|2E|0|besorbs|||4|0|0
4|EN|0|bestowed|||4|0|0
4|PI|1|bhadrāvudha||'s|3|0|1
4|PI|0|bhava|||4|0|0
4|PI|1|bhayāni|||4|0|0
4|EN|0|blamed|||4|0|0
4|EN|0|blamelessness|||4|0|0
4|EN|0|blanket|s||3|1|0
4|EN|0|blight|||4|0|0
4|EN|0|blowing|||4|0|0
4|EN|0|bonded|||4|0|0
4|EN|0|borne|||4|0|0
4|EN|0|bother|||4|0|0
4|EN|0|bracelet|s||0|4|0
4|EN|0|breeding|||4|0|0
4|EN|0|briefly|||4|0|0
4|EN|0|brightening|||4|0|0
4|EN|0|brilliant|||4|0|0
4|EN|0|brimful|||4|0|0
4|EN|0|broil|||4|0|0
4|EN|0|bullion|||4|0|0
4|EN|0|bullock|s||0|4|0
4|EN|0|buoyancy|||4|0|0
4|EN|0|burnt|||4|0|0
4|EN|0|calculatedly|||4|0|0
4|EN|0|calculator|s||2|2|0
4|EN|0|calve|s||0|4|0
4|EN|0|calved|||4|0|0
4|EN|0|canopies|||4|0|0
4|EN|0|canvas|||4|0|0
4|EN|0|captive|||4|0|0
4|EN|0|caravan|||4|0|0
4|2E|0|cartload|s||2|2|0
4|EN|0|carved|||4|0|0
4|EN|0|castle|s||0|4|0
4|EN|0|cauldron|||4|0|0
4|EN|0|cauterizing|||4|0|0
4|EN|0|censuring|||4|0|0
4|EN|0|centipede|s||3|1|0
4|EN|0|century|||4|0|0
4|PI|1|cetanā|||4|0|0
4|2E|0|changeability|||4|0|0
4|EN|0|changing|||4|0|0
4|EN|0|chanting|||4|0|0
4|EN|0|chasing|||4|0|0
4|EN|0|cheat|s||3|1|0
4|EN|0|chop|||4|0|0
4|EN|0|churn|||4|0|0
4|EN|0|citing|||4|0|0
4|EN|0|clenched|||4|0|0
4|EN|0|clenching|||4|0|0
4|EN|0|cloaked|||4|0|0
4|EN|0|club|s||0|4|0
4|EN|0|cogitated|||4|0|0
4|EN|0|coincidence|||4|0|0
4|EN|0|collect|s||2|2|0
4|EN|0|completing|||4|0|0
4|EN|0|compliance|||4|0|0
4|EN|0|complicate|s||0|4|0
4|EN|0|concealing|||4|0|0
4|EN|0|concede|||4|0|0
4|EN|0|concocting|||4|0|0
4|EN|0|condescension|||4|0|0
4|EN|0|condone|||4|0|0
4|EN|0|conflagration|||4|0|0
4|EN|0|consecrated|||4|0|0
4|EN|0|consigned|||4|0|0
4|EN|0|consisting|||4|0|0
4|EN|0|constellation|s||0|4|0
4|EN|0|contradict|s||2|2|0
4|EN|0|convergence|||4|0|0
4|EN|0|conveying|||4|0|0
4|EN|0|corp|s||0|4|0
4|EN|0|corrupter|||4|0|0
4|EN|0|couch|||4|0|0
4|EN|0|counselor|s||3|1|0
4|EN|0|counting|||4|0|0
4|EN|0|coursing|||4|0|0
4|EN|0|cousin|||4|0|0
4|EN|0|coveting|||4|0|0
4|EN|0|crackling|||4|0|0
4|EN|0|crafty|||4|0|0
4|EN|0|crave|s||0|4|0
4|EN|0|creative|||4|0|0
4|EN|0|cried|||4|0|0
4|EN|0|cries|||4|0|0
4|EN|0|crippled|||4|0|0
4|EN|0|crock|||4|0|0
4|EN|0|crowding|||4|0|0
4|EN|0|crowned|||4|0|0
4|EN|0|cubit|s||0|4|0
4|EN|0|cupful|||4|0|0
4|EN|0|cured|||4|0|0
4|EN|0|curries|||4|0|0
4|EN|0|curse|||4|0|0
4|EN|0|cursed|||4|0|0
4|EN|0|custom|s||3|1|0
4|EN|0|darkening|||4|0|0
4|PI|0|dasama|||4|0|0
4|EN|0|daybreak|||4|0|0
4|EN|0|de|||4|0|0
4|EN|0|deceiving|||4|0|0
4|EN|0|deceptiveness|||4|0|0
4|EN|0|declining|||4|0|0
4|EN|0|deduction|s||0|4|0
4|EN|0|deeper|||4|0|0
4|EN|0|defending|||4|0|0
4|EN|0|deferential|||4|0|0
4|EN|0|definite|||4|0|0
4|EN|0|deformed|||4|0|0
4|EN|0|defy|||4|0|0
4|EN|0|degree|||4|0|0
4|EN|0|deludedness|||4|0|0
4|2E|0|demeritorious|||4|0|0
4|EN|0|dependency|||4|0|0
4|EN|0|derived|||4|0|0
4|2E|0|destructibility|||4|0|0
4|EN|0|deviate|s||0|4|0
4|EN|0|devolving|||4|0|0
4|EN|0|devour|s||3|1|0
4|EN|0|dice|||4|0|0
4|EN|0|differentiated|||4|0|0
4|EN|0|dike|s||0|4|0
4|EN|0|disband|||4|0|0
4|EN|0|disdain|||4|0|0
4|EN|0|disentangle|||4|0|0
4|EN|0|disgorge|s||0|4|0
4|EN|0|dismisses|||4|0|0
4|2E|0|dispeller|s||3|1|0
4|EN|0|displayed|||4|0|0
4|EN|0|dissipated|||4|0|0
4|EN|0|distillery|||4|0|0
4|EN|0|distinct|||4|0|0
4|EN|0|distributing|||4|0|0
4|PI|1|diṭṭhi|||4|0|0
4|EN|0|diverse|||4|0|0
4|EN|0|don|||4|0|0
4|EN|0|doorway|s||3|1|0
4|EN|0|downward|||4|0|0
4|EN|0|downy|||4|0|0
4|EN|0|dribble|||4|0|0
4|EN|0|dries|||4|0|0
4|EN|0|driving|||4|0|0
4|EN|0|drying|||4|0|0
4|EN|0|dyeing|||4|0|0
4|EN|0|earning|s||1|3|0
4|EN|0|effectual|||4|0|0
4|EN|0|eighty|||4|0|0
4|EN|0|elimination|||4|0|0
4|EN|0|eminent|||4|0|0
4|EN|0|encountered|||4|0|0
4|EN|0|endangered|||4|0|0
4|EN|0|engendering|||4|0|0
4|2E|0|ensnarer|||4|0|0
4|EN|0|entail|||4|0|0
4|EN|0|enthralled|||4|0|0
4|EN|0|eradication|||4|0|0
4|EN|0|espouse|||4|0|0
4|EN|0|etc|||4|0|0
4|EN|0|evasion|||4|0|0
4|EN|0|exasperate|||4|0|0
4|EN|0|excerpt|||4|0|0
4|EN|0|excessively|||4|0|0
4|EN|0|executed|||4|0|0
4|EN|0|exercising|||4|0|0
4|EN|0|exponent|s||2|2|0
4|EN|0|extinction|||4|0|0
4|EN|0|extol|s||3|1|0
4|EN|0|extract|||4|0|0
4|EN|0|fare|s||2|2|0
4|EN|0|feast|||4|0|0
4|EN|0|femininity|||4|0|0
4|EN|0|fermentation|s||1|3|0
4|EN|0|ferocious|||4|0|0
4|EN|0|ferret|||4|0|0
4|EN|0|ferryboat|||4|0|0
4|EN|0|fervor|||4|0|0
4|EN|0|fetched|||4|0|0
4|2E|0|feudatory|||4|0|0
4|EN|0|fiercely|||4|0|0
4|EN|0|figure|s||2|2|0
4|EN|0|finest|||4|0|0
4|EN|0|fining|||4|0|0
4|EN|0|firebrand|||4|0|0
4|EN|0|fixes|||4|0|0
4|EN|0|flashing|||4|0|0
4|EN|0|fleeced|||4|0|0
4|EN|0|floating|||4|0|0
4|EN|0|flogging|||4|0|0
4|EN|0|floral|||4|0|0
4|EN|0|floundering|||4|0|0
4|EN|0|fluctuating|||4|0|0
4|EN|0|foaming|||4|0|0
4|EN|0|focal|||4|0|0
4|EN|0|fondness|||4|0|0
4|EN|0|footstep|s||2|2|0
4|2E|0|forequarters|||4|0|0
4|EN|0|forfeited|||4|0|0
4|EN|0|formed|||4|0|0
4|EN|0|forsaken|||4|0|0
4|EN|0|forsaking|||4|0|0
4|EN|0|fought|||4|0|0
4|EN|0|foulness|||4|0|0
4|EN|0|fourteenth|||4|0|0
4|EN|0|fraction|||4|0|0
4|EN|0|function|s||3|1|0
4|EN|0|fundamental|||4|0|0
4|EN|0|furnace|||4|0|0
4|EN|0|furnishing|s||0|4|0
4|EN|0|gall|||4|0|0
4|PI|0|gandhabhaka|||4|0|0
4|EN|0|gesture|s||0|4|0
4|EN|0|gleaning|s||0|4|0
4|EN|0|goatherd||'s|0|0|4
4|EN|0|goddess|||4|0|0
4|PI|1|golissāni|||4|0|0
4|EN|0|gosh|||4|0|0
4|EN|0|gouging|||4|0|0
4|EN|0|grammar|||4|0|0
4|EN|0|grateful|||4|0|0
4|EN|0|guessing|||4|0|0
4|PI|0|haliddavasana|||4|0|0
4|EN|0|handful|||4|0|0
4|EN|0|handiwork|||4|0|0
4|EN|0|handmaid|s||0|4|0
4|EN|0|harbinger|||4|0|0
4|PI|1|hārita|||4|0|0
4|EN|0|hearsay|||4|0|0
4|PI|0|hemaka||'s|3|0|1
4|EN|0|hired|||4|0|0
4|EN|0|histories|||4|0|0
4|EN|0|hood|||4|0|0
4|EN|0|hostilities|||4|0|0
4|EN|0|hounded|||4|0|0
4|EN|0|ignite|||4|0|0
4|EN|0|imitation|||4|0|0
4|EN|0|immense|||4|0|0
4|EN|0|impaired|||4|0|0
4|EN|0|impaled|||4|0|0
4|EN|0|impose|s||1|3|0
4|EN|0|impossibilities|||4|0|0
4|EN|0|improvisation|||4|0|0
4|EN|0|inauspicious|||4|0|0
4|EN|0|inclining|||4|0|0
4|EN|0|incoming|||4|0|0
4|EN|0|inconsistent|||4|0|0
4|EN|0|incurably|||4|0|0
4|EN|0|indicator|s||0|4|0
4|EN|0|induced|||4|0|0
4|EN|0|ineffectual|||4|0|0
4|EN|0|infatuate|||4|0|0
4|EN|0|informing|||4|0|0
4|EN|0|inhabitant|s||0|4|0
4|EN|0|inquire|||4|0|0
4|EN|0|inquirer|||4|0|0
4|EN|0|inquiries|||4|0|0
4|EN|0|instability|||4|0|0
4|EN|0|instructive|||4|0|0
4|EN|0|insulting|||4|0|0
4|EN|0|intensity|||4|0|0
4|EN|0|inter|||4|0|0
4|EN|0|interaction|||4|0|0
4|EN|0|interpreting|||4|0|0
4|EN|0|invest|s||0|4|0
4|EN|0|invested|||4|0|0
4|EN|0|investigated|||4|0|0
4|2E|0|irrigators|||4|0|0
4|PI|0|isigili|||4|0|0
4|PI|1|jaṭā|||4|0|0
4|EN|0|jewelry|||4|0|0
4|PI|0|jotiya|||4|0|0
4|PI|1|kāḷa|||4|0|0
4|PI|1|kāliṅga|||4|0|0
4|PI|0|kammic|||4|0|0
4|PI|1|kaṇḍarāyana|||4|0|0
4|PI|1|kāsī|||4|0|0
4|PI|1|kaṭissaha|||4|0|0
4|EN|0|keel|||4|0|0
4|PI|0|khandha|||4|0|0
4|EN|0|knowingly|||4|0|0
4|PI|0|kula|||4|0|0
4|EN|0|laborer|s||3|1|0
4|2E|0|lac|||4|0|0
4|EN|0|ladle|||4|0|0
4|EN|0|lame|||4|0|0
4|EN|0|lanced|||4|0|0
4|EN|0|landed|||4|0|0
4|2E|0|lapis|||4|0|0
4|EN|0|layman|||4|0|0
4|2E|0|lazuli|s||2|2|0
4|EN|0|legend|s||0|4|0
4|EN|0|likenes|s||0|4|0
4|EN|0|liking|||4|0|0
4|EN|0|limitlessly|||4|0|0
4|EN|0|liturgy|||4|0|0
4|EN|0|locally|||4|0|0
4|EN|0|longed|||4|0|0
4|EN|0|lordship|||4|0|0
4|EN|0|losing|||4|0|0
4|PI|1|māgadha|||4|0|0
4|EN|0|mainstay|||4|0|0
4|EN|0|majestic|||4|0|0
4|PI|1|maṇibhadda|||4|0|0
4|EN|0|mascara|||4|0|0
4|EN|0|masculinity|||4|0|0
4|EN|0|mattresser|||4|0|0
4|EN|0|membrane|s||0|4|0
4|EN|0|memorial|||4|0|0
4|PI|1|migajāla|||4|0|0
4|EN|0|millennia|||4|0|0
4|EN|0|mingled|||4|0|0
4|EN|0|minute|||4|0|0
4|EN|0|misse|s||0|4|0
4|EN|0|missed|||4|0|0
4|EN|0|mistaken|||4|0|0
4|PI|1|mogharāja||'s|3|0|1
4|EN|0|moonlit|||4|0|0
4|2E|0|mortalized|||4|0|0
4|EN|0|mounted|||4|0|0
4|EN|0|mouse|||4|0|0
4|EN|0|mule|s||3|1|0
4|EN|0|multifarious|||4|0|0
4|PI|1|muṇḍika|||4|0|0
4|EN|0|muse|s||0|4|0
4|2E|0|myrobalan|s||2|2|0
4|PI|1|nālaka|||4|0|0
4|PI|1|nandā||'s|3|0|1
4|EN|0|neat|||4|0|0
4|EN|0|necklace|||4|0|0
4|EN|0|neglecting|||4|0|0
4|EN|0|negligent|||4|0|0
4|PI|1|nidāna|||4|0|0
4|EN|0|nihilist|||4|0|0
4|PI|1|nikaṭa|||4|0|0
4|EN|0|obscure|||4|0|0
4|EN|0|octet|||4|0|0
4|EN|0|offended|||4|0|0
4|EN|0|ordinary|||4|0|0
4|EN|0|organ|||4|0|0
4|2E|0|orpiment|||4|0|0
4|EN|0|owe|s||1|3|0
4|EN|0|owl|s|'s|0|2|2
4|PI|1|paccanikasāta|||4|0|0
4|PI|0|pacceka|||4|0|0
4|PI|0|pacetana|||4|0|0
4|EN|0|pact|||4|0|0
4|EN|0|painted|||4|0|0
4|PI|1|paṇḍava|||4|0|0
4|PI|1|paṇḍuputta|||4|0|0
4|PI|0|panthaka|||4|0|0
4|EN|0|paternal|||4|0|0
4|EN|0|pea|||4|0|0
4|EN|0|pedigreed|||4|0|0
4|EN|0|peg|s||3|1|0
4|EN|0|pen|||4|0|0
4|EN|0|peppery|||4|0|0
4|EN|0|per|||4|0|0
4|EN|0|perishing|||4|0|0
4|EN|0|personally|||4|0|0
4|EN|0|philology|||4|0|0
4|EN|0|philosophy|||4|0|0
4|EN|0|phonology|||4|0|0
4|EN|0|pickling|||4|0|0
4|EN|0|pivot|||4|0|0
4|EN|0|placenta|||4|0|0
4|EN|0|plateau|s||3|1|0
4|EN|0|plowshare|||4|0|0
4|EN|0|poet|s||0|4|0
4|EN|0|poetry|||4|0|0
4|EN|0|poisoned|||4|0|0
4|PI|1|pokkharasāti|||4|0|0
4|EN|0|pore|s||0|4|0
4|EN|0|posit|||4|0|0
4|EN|0|potable|||4|0|0
4|EN|0|pounded|||4|0|0
4|EN|0|powerless|||4|0|0
4|EN|0|prediction|s||0|4|0
4|EN|0|preferring|||4|0|0
4|EN|0|prepare|||4|0|0
4|EN|0|prescribe|s||1|3|0
4|EN|0|prevent|s||2|2|0
4|EN|0|prey|||4|0|0
4|EN|0|priest|||4|0|0
4|EN|0|probability|||4|0|0
4|EN|0|proceeding|||4|0|0
4|EN|0|promise|s||2|2|0
4|EN|0|pronged|||4|0|0
4|EN|0|prowl|||4|0|0
4|EN|0|puddle|s||2|2|0
4|EN|0|puller|||4|0|0
4|EN|0|pundit|s||0|4|0
4|EN|0|pushing|||4|0|0
4|EN|0|quartz|||4|0|0
4|EN|0|quibbling|||4|0|0
4|EN|0|racing|||4|0|0
4|PI|1|rāmagāma|||4|0|0
4|EN|0|ranging|||4|0|0
4|EN|0|receiver|||4|0|0
4|EN|0|reckless|||4|0|0
4|EN|0|refill|s||2|2|0
4|EN|0|refused|||4|0|0
4|EN|0|regained|||4|0|0
4|EN|0|regularity|||4|0|0
4|EN|0|relationship|||4|0|0
4|EN|0|renown|||4|0|0
4|EN|0|repaid|||4|0|0
4|EN|0|repeal|||4|0|0
4|EN|0|repeat|s||3|1|0
4|EN|0|repeating|||4|0|0
4|EN|0|replying|||4|0|0
4|EN|0|requested|||4|0|0
4|EN|0|reserve|||4|0|0
4|EN|0|residing|||4|0|0
4|EN|0|resistant|||4|0|0
4|2E|0|resorbs|||4|0|0
4|EN|0|retainer|s||0|4|0
4|EN|0|reveling|||4|0|0
4|EN|0|reverential|||4|0|0
4|EN|0|revolve|s||2|2|0
4|EN|0|rewarded|||4|0|0
4|EN|0|rider|||4|0|0
4|EN|0|ridicule|s||3|1|0
4|EN|0|righteousness|||4|0|0
4|EN|0|rightfully|||4|0|0
4|EN|0|ritual|s||3|1|0
4|EN|0|roast|||4|0|0
4|EN|0|roughness|||4|0|0
4|EN|0|rubies|||4|0|0
4|EN|0|rustle|||4|0|0
4|EN|0|rustling|||4|0|0
4|2E|0|sacrificer|s||3|1|0
4|EN|0|sacrificing|||4|0|0
4|EN|0|salvaged|||4|0|0
4|PI|0|samudda|||4|0|0
4|EN|0|sandy|||4|0|0
4|PI|1|saññā|||4|0|0
4|PI|1|saññojana|||4|0|0
4|EN|0|sapphire|s||0|4|0
4|PI|1|sāpuga|||4|0|0
4|PI|1|sāvatthi|||4|0|0
4|EN|0|scantily|||4|0|0
4|EN|0|scattering|||4|0|0
4|EN|0|scorned|||4|0|0
4|EN|0|scorning|||4|0|0
4|EN|0|scrap|s||1|3|0
4|EN|0|seating|||4|0|0
4|EN|0|seduce|s||3|1|0
4|EN|0|seeming|||4|0|0
4|EN|0|segment|s||0|4|0
4|EN|0|selfhood|||4|0|0
4|EN|0|sell|||4|0|0
4|PI|1|serī|||4|0|0
4|EN|0|sexuality|||4|0|0
4|EN|0|sexually|||4|0|0
4|EN|0|shatter|s||3|1|0
4|EN|0|shred|s||0|4|0
4|EN|0|shrill|||4|0|0
4|EN|0|shroud|s||0|4|0
4|EN|0|shrouded|||4|0|0
4|EN|0|shuttle|||4|0|0
4|EN|0|silky|||4|0|0
4|EN|0|simplest|||4|0|0
4|EN|0|sing|||4|0|0
4|EN|0|sized|||4|0|0
4|EN|0|skepticism|||4|0|0
4|EN|0|skewed|||4|0|0
4|EN|0|slandering|||4|0|0
4|EN|0|slaughterhouse|||4|0|0
4|EN|0|slicing|||4|0|0
4|EN|0|smear|||4|0|0
4|EN|0|smother|||4|0|0
4|EN|0|snap||'s|3|0|1
4|EN|0|snapped|||4|0|0
4|EN|0|sodden|s||2|2|0
4|EN|0|somersault|s||0|4|0
4|EN|0|spatial|||4|0|0
4|EN|0|spreading|||4|0|0
4|EN|0|spurred|||4|0|0
4|EN|0|stallion|s||3|1|0
4|EN|0|stander|||4|0|0
4|EN|0|steadiness|||4|0|0
4|EN|0|stepping|||4|0|0
4|EN|0|steward|||4|0|0
4|EN|0|stillness|||4|0|0
4|EN|0|strainer|||4|0|0
4|EN|0|studies|||4|0|0
4|EN|0|stumbling|||4|0|0
4|EN|0|stupidity|||4|0|0
4|PI|1|subhakiṇha|||4|0|0
4|EN|0|subsiding|||4|0|0
4|EN|0|succeeded|||4|0|0
4|PI|0|sudassana|||4|0|0
4|EN|0|sufficient|||4|0|0
4|EN|0|suffusion|||4|0|0
4|EN|0|sugar|||4|0|0
4|PI|1|sujātā|||4|0|0
4|EN|0|sullied|||4|0|0
4|EN|0|summer|||4|0|0
4|2E|0|supersorbs|||4|0|0
4|EN|0|supply|||4|0|0
4|EN|0|surround|||4|0|0
4|PI|0|sutavant|||4|0|0
4|EN|0|swamp|s||2|2|0
4|EN|0|sweeper|||4|0|0
4|EN|0|swell|||4|0|0
4|EN|0|system|s||0|4|0
4|EN|0|talker|s||0|4|0
4|EN|0|tallying|||4|0|0
4|EN|0|tank|||4|0|0
4|EN|0|tasted|||4|0|0
4|EN|0|taxpayer|||4|0|0
4|EN|0|temple|||4|0|0
4|EN|0|temporary|||4|0|0
4|EN|0|tempted|||4|0|0
4|EN|0|tenth|||4|0|0
4|EN|0|tether|s||2|2|0
4|PI|1|ṭhāna|||4|0|0
4|EN|0|thank|s||0|4|0
4|EN|0|thankfulness|||4|0|0
4|EN|0|theorize|||4|0|0
4|EN|0|theorized|||4|0|0
4|EN|0|theorizing|s||3|1|0
4|EN|0|thrashing|||4|0|0
4|EN|0|threshing|||4|0|0
4|PI|1|thullanandā|||4|0|0
4|EN|0|thump|||4|0|0
4|2E|0|tideline|||4|0|0
4|EN|0|tiger|||4|0|0
4|EN|0|tighten|s||3|1|0
4|EN|0|tightening|||4|0|0
4|EN|0|tilt|s||2|2|0
4|PI|0|tittha|||4|0|0
4|EN|0|toe|||4|0|0
4|EN|0|toxin|||4|0|0
4|EN|0|trampled|||4|0|0
4|EN|0|transgressed|||4|0|0
4|EN|0|trash|||4|0|0
4|EN|0|travel|s||2|2|0
4|EN|0|traveled|||4|0|0
4|EN|0|tried|||4|0|0
4|EN|0|troubled|||4|0|0
4|EN|0|troupe|||4|0|0
4|EN|0|tub|||4|0|0
4|EN|0|tumor|||4|0|0
4|EN|0|twirl|||4|0|0
4|PI|1|ukkaṭṭha|||4|0|0
4|EN|0|unassailed|||4|0|0
4|EN|0|uncalm|||4|0|0
4|EN|0|uncleanliness|||4|0|0
4|EN|0|uncouth|||4|0|0
4|EN|0|undecreed|||4|0|0
4|EN|0|unfamiliar|||4|0|0
4|EN|0|unfavorable|||4|0|0
4|EN|0|unflagging|||4|0|0
4|EN|0|unguent|||4|0|0
4|EN|0|unheard|||4|0|0
4|EN|0|unhindered|||4|0|0
4|EN|0|unindebtedness|||4|0|0
4|EN|0|uninitiated|||4|0|0
4|EN|0|uninvolved|||4|0|0
4|EN|0|unlucky|||4|0|0
4|EN|0|unmuddied|||4|0|0
4|EN|0|unpossessive|||4|0|0
4|EN|0|unscattered|||4|0|0
4|EN|0|unsettled|||4|0|0
4|EN|0|unsightly|||4|0|0
4|2E|0|unsurpassable|s||3|1|0
4|EN|0|untangle|||4|0|0
4|EN|0|untaught|||4|0|0
4|EN|0|untended|||4|0|0
4|EN|0|unthorned|||4|0|0
4|EN|0|unthreatened|||4|0|0
4|PI|1|upādāna|||4|0|0
4|PI|0|upatissa|||4|0|0
4|PI|1|upavāna|||4|0|0
4|EN|0|upward|||4|0|0
4|EN|0|useful|||4|0|0
4|EN|0|useless|||4|0|0
4|EN|0|usually|||4|0|0
4|PI|1|vāhuna|||4|0|0
4|PI|1|vajirī|||4|0|0
4|PI|1|vāmadeva|||4|0|0
4|PI|1|vāmaka|||4|0|0
4|PI|1|vaṅgantaputta||'s|3|0|1
4|EN|0|vat|||4|0|0
4|PI|0|vedalla|||4|0|0
4|PI|0|vehapphala|||4|0|0
4|EN|0|veiled|||4|0|0
4|PI|1|venāgapura|||4|0|0
4|EN|0|vetch|||4|0|0
4|EN|0|viewing|||4|0|0
4|EN|0|vigilance|||4|0|0
4|PI|1|virūpakkha|s||3|1|0
4|EN|0|vocabularies|||4|0|0
4|EN|0|vomit|s||3|1|0
4|EN|0|waft|s||1|3|0
4|EN|0|warped|||4|0|0
4|EN|0|watchman|||4|0|0
4|EN|0|waving|||4|0|0
4|EN|0|weakly|||4|0|0
4|EN|0|wearisome|||4|0|0
4|EN|0|weight|s||2|2|0
4|EN|0|wheelwright|||4|0|0
4|EN|0|whisk|s||0|4|0
4|EN|0|wicker|||4|0|0
4|EN|0|wielder|||4|0|0
4|EN|0|wildernesses|||4|0|0
4|EN|0|wildlife|||4|0|0
4|EN|0|windmill|s||0|4|0
4|EN|0|withdraw|s||2|2|0
4|EN|0|wooden|||4|0|0
4|EN|0|yak|||4|0|0
4|EN|0|yearn|||4|0|0
3|PI|0|abbuda|s||2|1|0
3|EN|0|abstruse|||3|0|0
3|EN|0|acacia|||3|0|0
3|EN|0|accomplishment|||3|0|0
3|EN|0|accordingly|||3|0|0
3|EN|0|accuser|||3|0|0
3|EN|0|accusing|||3|0|0
3|EN|0|accustomed|||3|0|0
3|EN|0|acted|||3|0|0
3|EN|0|actual|||3|0|0
3|EN|0|acuity|||3|0|0
3|EN|0|adjust|s||0|3|0
3|EN|0|admit|||3|0|0
3|EN|0|admonishes|||3|0|0
3|EN|0|adore|||3|0|0
3|EN|0|advantage|||3|0|0
3|EN|0|advise|||3|0|0
3|EN|0|adze|s||2|1|0
3|EN|0|ageless|||3|0|0
3|PI|0|aggi|||3|0|0
3|EN|0|agony|||3|0|0
3|PI|1|ajakalāpaka|||3|0|0
